email,prediction
f7fe6a1826,0.108
c615057bf8,0.2
387f803989,0.09
1d02a22750,0.16
789944bf83,0.06
a65591dba8,0.11
26400c95e4,0.06
176acae9db,0.288
b3380e5b29,0.13
d6fd1068f1,0.2
0de8361cb0,0.18
3d901851d9,0.18
4e5ca3bee7,0.19
314b0b63e5,0.08
c0d6bbb540,0.13
749cb55972,0.363
d63f8321b4,0.23
81caaab7d0,0.223
8c382b2bf7,0.08
ba369c50b5,0.05
7a9e475dcf,0.07
072c5bd146,0.15
a3bf4a3fe1,0.1
2cbc1efbe6,0.06
be19ef47ee,0.12
0675216283,0.07
28fba30652,0.3
0067d0e28c,0.21
93be637d19,0.11
84be4a0bd1,0.19
d122a9cfa6,0.23
3120dc2df0,0.09
0bde794794,0.08
2622978a4e,0.16
34c3b76590,0.04
23794449c2,0.2
6ae6ec2c69,0.15
396b1d5bce,0.08
5eed2f9a4c,0.139
e5ccbd025f,0.182
e436513514,0.22
7b37e2641a,0.07
fc3ebebe86,0.466
9b1d1a94c9,0.23
72c7f42624,0.15
1ef2e688bf,0.241
fdd2d15b54,0.11
1acbc0628f,0.2
634ac3ef55,0.615
1f12e7d52f,0.1
e5f7d25574,0.359
c5b36495ca,0.13
22d6c5644d,0.15
dc1493bb5a,0.08
711a7f95ca,0.24
24e95c9071,0.11
5c287299a8,0.147
1e56d5c3b5,0.561
436069d5f8,0.03
150f11ce36,0.08
77eaa09ad8,0.08
9837970b3a,0.35
c00177a99f,0.08
60dca37826,0.08
ac28d84c3f,0.19
231d4cbf14,0.09
e83b8041e5,0.1
be3df492e7,0.07
214a7de844,0.192
90ef1a0d12,0.256
05130678d6,0.24
18855d22cc,0.22
1fd93906a9,0.155
7d3db004f8,0.137
e261eff082,0.16
25f8c543c7,0.11
62db2fb7ad,0.0
5fec1c26d9,0.07
fa10e4e757,0.186
a2a69ca0c2,0.04
386222c70c,0.14
c9ecef0dd1,0.09
ef05255398,0.13
a2fcd05c77,0.09
c9dc81c54d,0.15
87cdb87137,0.07
0d7912dcbe,0.2
8acf4944b5,0.18
674b470d26,0.08
c368e22238,0.37
c683b3d48a,0.1
956c121eb1,0.1
f6abbbdfbc,0.32
8386c71758,0.12
b81d13b106,0.1
57f225bcb1,0.19
34d2b2b8fb,0.413
8d86cea711,0.487
78e77021f5,0.168
136018d299,0.373
b4899e7658,0.289
167d0b4828,0.1
0e77c5eb77,0.322
696e246bb7,0.338
3461cd37d1,0.275
2db287408d,0.18
58103bbcb1,0.07
e8c1f3869e,0.285
892a715290,0.15
59a33918e1,0.128
688de1cbc3,0.267
9b02624485,0.17
ee456b7a1d,0.28
7a28fd969b,0.17
15757579a5,0.088
ed16790c37,0.2
1589bcf06f,0.1
373a48b35a,0.1
c469d559b9,0.14
0e96bcfb18,0.23
a0964b7525,0.06
b6fea54f50,0.08
c7e6c52363,0.17
2badcc8eb1,0.11
f6537438fe,0.239
83fd7d61b9,0.1
5b74f21e9a,0.2
9a024bfea4,0.426
44457472b3,0.298
cfcaf6fb2d,0.122
306e8e3ec1,0.05
e2133381f3,0.07
802413db3f,0.08
17a7dec92a,0.098
e2f12b863a,0.14
39907ab5b3,0.138
47e7f53cc6,0.31
20e3a95f7d,0.17
ca94679123,0.1
7a975df6b5,0.148
d7bf5fd9e5,0.05
4f9e83d2f7,0.302
f8587e21d2,0.06
2af23406d4,0.1
1d24ba7158,0.08
fa2bf2774e,0.13
28e806bb82,0.09
26bc1ca972,0.376
13b075b690,0.338
e27bb2b940,0.14
a19d3c112d,0.137
9e298822a2,0.239
c9850e724c,0.14
da4c96a43a,0.21
278ea556d9,0.14
6a8508455b,0.1
798c3609b0,0.25
469284ee03,0.1
9de36ab8cd,0.11
886638fda3,0.144
6f3b5f8bc7,0.18
9fc4c13a75,0.1
46eedaab63,0.17
070b87ce2c,0.27
1be658871a,0.378
fc4da5eda2,0.41
ca47d6f95e,0.13
13dc31da9c,0.05
7a9b59e0c4,0.05
35daa081b0,0.02
7ad06e67ae,0.459
08fb9e9cbf,0.17
c06fd207a6,0.359
b433d51589,0.27
298c8c458e,0.11
0a7dd0e7c8,0.22
ac0d721917,0.13
fa10a9cdb7,0.13
7e6dd1275a,0.16
e4f6d28f50,0.13
5c167fb2eb,0.1
04575c48c0,0.13
4e2a364fa4,0.134
ba85179a84,0.1
7bf002d9b0,0.093
0d5906da81,0.33
58fa41ef3c,0.05
97a4c6e7e1,0.219
145a372f2c,0.09
e99063cd4b,0.12
eaf214870d,0.11
604e95e0d5,0.15
ec0e44d951,0.06
5bd60ee37d,0.198
61bd789855,0.15
b869135352,0.04
4ed9e11ef0,0.1
957d24ad70,0.13
688e84e53d,0.24
0d7e8e7e57,0.13
20c3961fab,0.18
d9a8fce414,0.06
00e50ad4d4,0.12
82e9cf3f4a,0.17
5b7982902b,0.25
4f22ffbe11,0.1
1c7469d4ca,0.266
a8fc64ca5f,0.14
fb497df7d8,0.24
e3a6f573c6,0.05
831f58a0b0,0.01
df3df32ccb,0.18
5795410f77,0.16
3eb33752fb,0.05
cb964791f6,0.05
658f296fdc,0.16
e27321f8c3,0.17
08a3099f72,0.07
e1a5419cbe,0.13
cb147b2c6c,0.14
c92baeb4e8,0.12
668748053b,0.158
5f5e2741c2,0.17
849d671f61,0.094
930d86a619,0.187
f9f3b7ed4e,0.05
f690b42446,0.104
b2ee735e1c,0.15
0c296c81c2,0.01
6b91c343c6,0.18
a033ae5089,0.28
5383756b7e,0.31
9861c47da5,0.1
96bdd1fa5d,0.14
4eac9156ff,0.16
2bcee152d5,0.07
8804cfe56a,0.483
b54fed26e9,0.25
93dba32f10,0.2
16546015a8,0.02
dcd77bd79a,0.289
ea02595a00,0.11
f9983b90c3,0.39
4dab6074fa,0.17
22866539bd,0.11
a12bae47f0,0.396
376fd51659,0.04
f1e3c608aa,0.244
93a2c50109,0.463
73dc15d033,0.26
8a6472dda4,0.608
59005682d8,0.12
d171c7473e,0.18
fab5daf140,0.17
83a9a510c1,0.09
970b02bd79,0.07
e30cdc236f,0.09
ec417f9a3f,0.526
4a5912082d,0.474
8a387c8a2a,0.44
cacdf286c0,0.198
0a8483632c,0.09
66dfcff622,0.409
8ba6c17d5e,0.235
baae0319ff,0.08
75a34417d6,0.24
e095cdaf6e,0.13
dccccfec0f,0.19
b9d7869956,0.2
f20fefc843,0.13
d86186f827,0.18
1dcb71ac68,0.22
be2c21ef09,0.533
8761138800,0.08
cbecbd8cbb,0.402
6c8632e8d6,0.22
32839f1711,0.13
da85d36ee1,0.3
e60d3e242d,0.322
bc8cfba1a1,0.198
ecf3ca1bfb,0.02
0143b99b9f,0.17
2dc1c8d955,0.06
766df24bd7,0.23
642d1bb713,0.18
7392213730,0.17
c3ffd67680,0.25
eaf04c0129,0.331
6ad164125a,0.07
8f28fa921c,0.382
bbd8af9eae,0.13
65c178f4d5,0.2
5e5702a1fb,0.1
b3fa62ef88,0.1
2d9ae27c18,0.14
6cfeefca29,0.16
b5a220dfe7,0.2
dd0bb974c2,0.14
b9584d3aa5,0.195
3c9506bce3,0.03
8f21370959,0.04
334c3e8b60,0.07
3d612fd03c,0.17
9a4457cd96,0.06
d5492c09e6,0.223
5942d18dee,0.05
6467160e95,0.19
15add120bb,0.159
8ca62110e9,0.243
046fe48f86,0.199
1d0bdf7822,0.06
ec62fb2f1e,0.318
8702d610b4,0.054
3429db61b3,0.18
0b2d23e55a,0.26
7b56247329,0.2
b9ee114b9e,0.12
f236d30434,0.24
bd27d230a7,0.35
feeb30bfb7,0.29
fe74a8ef99,0.1
b464ee9286,0.35
43656da0a7,0.02
95f8fc909a,0.17
c5933846da,0.21
9ac54cba51,0.347
c394014ad1,0.249
b9ea583477,0.446
99a84c03d0,0.15
ed8392828a,0.116
b75b953306,0.38
3bb702fad9,0.06
262986ecc3,0.29
9822db525d,0.1
cab287c90f,0.18
39954aa633,0.07
e28ae46c19,0.079
616ea07e52,0.08
6e91dc1034,0.13
a35b3d359f,0.07
5d2709653c,0.13
d87d1613dd,0.44
ddcc358c09,0.09
7049e355a0,0.07
92b6a5fa44,0.01
ac1a98e49b,0.24
01429be185,0.12
d80a16d384,0.19
d12c19acf4,0.19
91e9f9e354,0.26
f34956d24a,0.09
8045b67287,0.08
401a3d9685,0.37
4001e4aecf,0.13
37ebebdeef,0.486
ef9673bbb0,0.2
8250943861,0.23
308a366ab3,0.07
12d5aa4b37,0.12
023507517c,0.12
43b2f6f980,0.12
7d90c65e4b,0.209
a12633f407,0.08
a4a023c3a0,0.442
2f134e4f59,0.07
aad6b3b84a,0.2
0ea7cab671,0.12
5610b01979,0.218
e2ea84f0d8,0.08
c9b8e2b27b,0.268
c71a1a06a2,0.06
025d3b3654,0.21
481a8ad1a4,0.16
9a2e7906fc,0.19
779019f935,0.21
e947c1e0c0,0.386
7f42422187,0.18
2971bb6e9e,0.13
800f8e2294,0.23
2736ac5f3a,0.28
958ed93e2e,0.24
34e97ededa,0.13
b7706873c7,0.12
fe0205635a,0.268
90b6e90ee0,0.17
b97da7b632,0.2
c5be927fff,0.23
7e88d710ed,0.168
02b2647ea4,0.483
82930e8985,0.12
858c1d5915,0.14
99c31ae6b7,0.1
d84248bbad,0.11
12c10c878a,0.14
f3a99083bd,0.09
ec868b6fa0,0.1
d4b7c22e94,0.219
f0234a610d,0.16
a130d94bfd,0.09
b749a19b35,0.21
d7b1759b04,0.15
773db9d4eb,0.097
5fc6376eb2,0.13
8a56d8402f,0.19
d8ce289728,0.08
eadf6691d8,0.2
a6793d0446,0.323
124d769086,0.19
5dffd5a715,0.18
596045e30b,0.05
9ddfcb882f,0.15
1fd0bfcd41,0.339
370ac0409f,0.18
ea3cc256f9,0.16
0e16a0e528,0.05
ac96731246,0.07
5a4a85f33e,0.02
75b9230f26,0.36
0af0b5e5f0,0.16
fb1f226c31,0.29
c858147b16,0.26
3a64e1b4cc,0.198
a7224a09e0,0.2
5923022a9e,0.031
315009af7c,0.135
84bfeb5cd7,0.15
c8f3acf7e8,0.28
0108d3b71b,0.04
436a308dc0,0.21
cff22cde5b,0.09
75fac2327a,0.17
dea7f3c647,0.07
491fee6783,0.09
6b08a25eaf,0.14
1a8f032691,0.139
5be569fd6e,0.319
af626c2a81,0.327
943463351c,0.319
c72597aece,0.22
53cdfdd8cc,0.21
7eb7a34ca5,0.16
b1f43bc7b2,0.458
7ac1048bb8,0.184
38dcdf43be,0.11
f5ecf00b00,0.274
7cc0aae39d,0.08
348ba299fb,0.11
cebd4c2a1c,0.338
d794aef9b8,0.24
46ce247038,0.12
ecd393be76,0.11
9d07429a3a,0.13
7438807db5,0.08
9dd46d5be6,0.198
debd04a25a,0.04
507af828da,0.1
5c896e2daa,0.13
498d64dc2f,0.24
f6d1314382,0.14
e3a202acb8,0.2
39a761ef95,0.09
c72afa9db2,0.46
6bf40cfd16,0.06
8d21eb2679,0.07
e65542d29a,0.199
3a8f02eea0,0.16
673933b677,0.03
2d2d3f8ef2,0.24
f02b53a5b2,0.13
aca67f6eb6,0.14
21f231d945,0.2
bd17c5ae26,0.17
4aa9d919ce,0.119
a2e2307f39,0.1
79d884a1d7,0.14
7537ce1603,0.08
9a606f72b4,0.18
d3afabea05,0.01
63ec4d7c27,0.11
c61d0dd941,0.12
f5443c4b33,0.16
68fc814d14,0.367
f28e4d083e,0.1
3213e770a2,0.08
c47921a685,0.15
cd1a3e2179,0.16
a57eb33c05,0.07
0bdc01673e,0.08
c23e6c8659,0.268
853b081085,0.2
c00c19557c,0.13
10a143ce3e,0.372
9ca55b72bb,0.09
f239167d48,0.21
d12c934b71,0.25
d00c7b8fd7,0.13
2aa9d55653,0.098
1f6d4ce7da,0.15
c234e7fb9f,0.1
d417ecc012,0.1
e54d650170,0.13
eb5f88169e,0.04
481c3e6dbd,0.26
54d162cacd,0.14
6105fafdb3,0.12
07b5674105,0.18
a272a6321d,0.15
2084ba14de,0.08
482f8eed42,0.2
66c67e67ae,0.03
42f8a9c1fa,0.03
6c2be08723,0.11
06f8e60f13,0.063
83c42e22ab,0.24
1ddce77491,0.13
f543c545d6,0.13
7d17bfb89b,0.21
86b521bcb5,0.08
f8a0f3dce1,0.09
597168459a,0.03
295ab1bd3d,0.13
84395c4d6c,0.26
5258c1bb47,0.17
06e04bbb07,0.176
d8bcd38fd7,0.19
1c2f047f15,0.179
dcd49a4bf8,0.32
be89494104,0.579
465807e08c,0.11
e74b22adfb,0.04
fee0485305,0.05
fbef69cd89,0.319
42ea8d2be5,0.11
9c23ffba68,0.03
f3550555fb,0.13
34390c2b03,0.07
1310482eec,0.08
09d266981e,0.18
a30b13b4d7,0.01
77eab180da,0.09
ed28c9c899,0.12
fb9989212c,0.19
aad59494e7,0.35
0d18f571fc,0.157
bf518e4ae8,0.12
60fa9cd2fa,0.19
e772e263a8,0.12
2dcceff2fb,0.215
e25f1063e7,0.3
9a6fde8959,0.13
e2b5362ed9,0.063
a997439236,0.169
38919235b7,0.25
462a48ccd6,0.19
2a22489991,0.36
660749f141,0.08
0c6bd7f4dd,0.12
34c7275d0c,0.28
41bd31461b,0.24
ceeeacbf1c,0.158
b61e6d261c,0.14
f7c9135092,0.1
99128d8978,0.17
c1894bfc22,0.265
da60311672,0.1
1562f5e2aa,0.15
b477196cba,0.23
01bab9b0fa,0.13
dc7552a7f8,0.154
b89102d358,0.07
60f28557a5,0.09
61ae854be7,0.13
297b7c235a,0.04
7798059320,0.14
a01487a5fd,0.08
b370d1eb8a,0.2
c4f8acef58,0.1
77fba0d80f,0.19
44747f628b,0.07
3aecc5563b,0.223
7decff1df9,0.231
4fe96b0a1a,0.06
a2a931c9d9,0.232
b2de210dc4,0.35
69d5b8cb5e,0.05
7d38f60f22,0.1
6814b934db,0.04
a9c6d2cde4,0.22
07ced22a5f,0.09
7b2537834d,0.24
28a1aed6a4,0.11
dcd7804077,0.09
14ecd783c4,0.18
17e9f4166f,0.25
c93c98dca2,0.27
8257b4f424,0.279
f296a13a46,0.1
b01d7ffb8a,0.18
f168a24ec7,0.08
4f56c743d1,0.05
bc1dbce4cf,0.22
d9826d07d0,0.15
83187be0a9,0.16
afa9fa488f,0.05
5d800fa6e5,0.476
73a5fea662,0.07
e8967a5ff6,0.1
6cdeef1fb4,0.257
2419070c0a,0.16
72bdb12807,0.21
425b01c5ed,0.16
4481008428,0.159
ab86efd4a6,0.11
90f2d502c0,0.12
ea14893b7c,0.16
64220f39cf,0.12
9af2863fd5,0.05
c4bf6ea425,0.12
9b2ba31cdf,0.16
e5f6c41df1,0.06
87f66ef6d0,0.12
c9d2a9240e,0.14
ee4b7fb78e,0.12
bc167aa19e,0.27
aac7ccfd4e,0.1
444f5f29ef,0.13
45bc28fe3d,0.22
a42b95cf7a,0.144
425f6af224,0.15
9604c6890c,0.2
f468c598f6,0.12
11124ba162,0.02
12a4d133c4,0.08
5eac7ad4b7,0.1
d73b54979d,0.07
082f9aa330,0.13
5c18bfad2c,0.05
6a886ad77f,0.13
49a6b834e2,0.15
cf892bc844,0.309
8975eed96d,0.46
1272a2ec2a,0.08
3e0a909441,0.16
91bd966024,0.297
10791da40d,0.08
997a5ac5dd,0.08
a586eb3dfb,0.11
cacadbcf8e,0.179
84e6c1b6cd,0.22
def4db5854,0.14
9990e512e0,0.15
dd58d979ec,0.45
ee6eed6b45,0.2
489eac2058,0.19
378a7440d6,0.06
f6f76d8fdb,0.12
96a1607de3,0.13
52e0133f13,0.23
a0cbe5d43e,0.561
386234f5bd,0.13
e265c87e12,0.04
8955ed6d2c,0.26
aaab946093,0.22
fa70c76b65,0.268
a2583a7aa4,0.12
13d3387d7e,0.16
34f90d1679,0.13
2bb0231e8c,0.12
2a2e229337,0.36
1734413f51,0.03
0e82ef0e43,0.21
becc338ad3,0.229
1072a1d719,0.06
65ea6f2f80,0.08
cc6b8e02e4,0.32
120fb15cae,0.18
11b4fcafc9,0.17
64e4d03499,0.103
9b78707d24,0.15
5edf015c1d,0.249
8fe2662582,0.168
9f69369e29,0.03
ce098ee761,0.13
d6fc83a8c6,0.05
09f25913fc,0.24
6791af6a2d,0.143
0434115bac,0.179
c535febaec,0.18
6534df0c8a,0.17
b5b9254f74,0.15
11262e0f11,0.05
d0dece62f3,0.18
e2ce16546d,0.34
8b92624514,0.21
3b899b88f8,0.395
1fd1b6827c,0.06
bb9556da6d,0.15
ab949c989a,0.284
85cf228135,0.17
60a5c0f2a3,0.1
6e670d3b81,0.18
a3fafce1e0,0.09
04e9ad39e9,0.279
ca333b9c5b,0.16
a1a2b5a1ac,0.319
3a6c9d3735,0.12
3909b287f6,0.11
c52c2a0f90,0.2
5ad050415b,0.34
79569bea9f,0.402
8bcc4ffac4,0.08
fa5d7cfc44,0.15
d25de6107c,0.198
731f9c1a4c,0.492
f8bfa92811,0.09
9dfa8fce37,0.495
2c03400a01,0.427
f046ec8c1c,0.33
66cf2b82f3,0.16
932d26ee41,0.266
5a6cd3b3f3,0.14
996747a172,0.17
2c09f4157c,0.02
76fc2fefd6,0.18
4fabf724a9,0.13
ad241c0207,0.13
84230c5c91,0.2
05c2840d2d,0.14
7341a1042e,0.12
8fc4241020,0.14
8ef76c6604,0.24
3a68f84061,0.2
d6a6e90d0d,0.229
5eaabb5097,0.17
266b69d577,0.159
dd1bf46513,0.278
9ff3403f01,0.02
f9708393c9,0.11
e1ebfd42cc,0.17
7586f36261,0.07
f45eab6bd3,0.192
0666e258e9,0.2
30808b53a4,0.16
4f36be4442,0.05
9bcde40ad2,0.07
44421c0b0b,0.07
e8b7243ff2,0.05
852c331d8a,0.12
bf3ee56826,0.34
1aeea5bd4d,0.11
49360f4463,0.216
12d5575d55,0.209
3ab222b030,0.14
51d45ebcae,0.16
1aece78ae6,0.08
ed5e353211,0.46
683e8b9651,0.1
39331a3fb6,0.08
557d1c79a3,0.09
0b19cc4bb2,0.16
76accc0f59,0.33
825efa6ad1,0.455
062446ac94,0.22
6f97deb864,0.06
6071a11497,0.399
58be4f328b,0.3
8da987e540,0.17
c63507b13e,0.09
9269a3bea2,0.297
79a2768c4f,0.137
6f1af0c286,0.212
8f818a5878,0.15
8944b186d5,0.04
652090b0b7,0.23
0da88703c5,0.1
dc78eef9ce,0.19
865c4c3e41,0.367
f3892d69b5,0.09
0543bd9a60,0.32
78152fa97b,0.19
8e68b0a9aa,0.245
7063520a08,0.219
73f658e055,0.4
5deae50ee5,0.07
129b556899,0.17
b6e9cccad9,0.04
7247b571c9,0.548
4f90f7cc9d,0.3
7d465ecbec,0.2
5af79ff678,0.149
3e1951b49d,0.21
2ee8149e3e,0.11
c0c492a854,0.16
4488ecd04b,0.22
76cc3c99c9,0.08
ec4a373d92,0.08
b85f6ece3d,0.16
530ad80271,0.129
e313f5261b,0.179
c318700264,0.14
5d7f75af19,0.25
540e950feb,0.294
43da0383ef,0.37
48861ef8e4,0.246
9218233875,0.06
317b238d77,0.284
88dc7f8a66,0.1
d48d257c38,0.03
2266e84f39,0.02
8c7c63d609,0.07
5347dca12c,0.207
92b437ecf3,0.349
508ac922bd,0.21
c7d2d79a5c,0.06
dba740f28a,0.2
c2c7cfd344,0.15
f1a98ef21d,0.11
61c6edb7b8,0.17
989c59372d,0.12
d0e5683526,0.11
fdd1a5c2aa,0.09
6e458c8966,0.307
07ac435a84,0.22
8969cf8e26,0.17
7d1e095502,0.16
67e15270cf,0.08
f61d22cdfd,0.26
bb2f43c16f,0.09
39a8fefe19,0.12
bed4ec1005,0.1
c4b108122d,0.15
66d520faa0,0.08
38f2ce7aa0,0.193
dceb8c7e03,0.07
6f04a79eec,0.25
bacee8ecd6,0.09
54ffa83482,0.277
84e382ff7e,0.27
f81cfb22b5,0.22
3bbdc4242c,0.18
44daedf7e2,0.15
3b29451203,0.12
c9523877a8,0.09
233db7d5d6,0.09
69a68c4ded,0.617
0acf6b4323,0.13
20017f0525,0.05
06b185f614,0.14
a4e7d4080d,0.283
11de377abf,0.07
26d2068f5e,0.219
61065adceb,0.12
c6db222512,0.25
1a28a36834,0.21
76161dfd76,0.269
7239e5afba,0.05
c68b2a4900,0.16
a05abb3db0,0.13
0a0c78ce0f,0.12
0ab7cf8a18,0.23
96a4968576,0.17
fedda20e1e,0.22
b50cb48837,0.506
bba098c754,0.07
12d93f1176,0.13
6c7fcf5b64,0.15
6307ab6b9b,0.197
9425e2023d,0.223
ef861b0a92,0.14
9a34186ee7,0.19
cbc4375e90,0.07
767f653123,0.13
70437d4cc4,0.14
1eced62afe,0.1
05e034449b,0.04
33394318c0,0.21
8e0f8d1e29,0.17
ff3c8f1eb9,0.14
1682fd025b,0.23
f2c11fb057,0.17
c3ba664f63,0.15
53c14804ce,0.1
7268dc58cd,0.06
d50d726495,0.1
9ee152ed11,0.1
37f38e31dc,0.15
a87eb612f4,0.07
145fc7e26f,0.413
f83c79ccb2,0.14
d950df54d6,0.239
8e620461c4,0.13
1f4a458180,0.16
88bc4b0c86,0.11
3dfcc49621,0.704
84d168c8e1,0.33
cf878f420c,0.21
c9f90d66a0,0.01
2d0c77460a,0.14
34d09bed8b,0.16
89417441cb,0.353
1e62b74b52,0.06
0b06ad53fd,0.22
9ab33682a2,0.189
a2109cc89f,0.29
aece26662a,0.11
6bf35d104e,0.234
fb6cc2d721,0.38
093c8e20b5,0.22
178034120a,0.16
3746cfbdca,0.1
c8f562c33c,0.1
7d7fa8b3fa,0.19
38cae54935,0.07
39bb1f2fe9,0.15
51bd9be0ba,0.1
cef319d000,0.11
17e8f608e9,0.11
57782cacd6,0.07
c392b20c4a,0.309
991631ce01,0.069
d17f8674bf,0.14
5eca43a095,0.11
15d9eeee42,0.1
df88c794e6,0.366
6ebb968f65,0.22
3c6d590956,0.12
b94642afcc,0.229
424b0ad17b,0.1
075d472956,0.15
9a3713f533,0.15
bab5cd04b1,0.11
6053a61499,0.136
db9c0e4833,0.077
acfb3b4af2,0.03
5f1848b3b4,0.19
05a6734c76,0.14
2163bc7d58,0.217
4e5e0eebd6,0.25
1601352778,0.08
2276d16ca6,0.2
29b4c8ef83,0.112
9396fa9af7,0.16
f90109007e,0.22
553c548785,0.2
64fe0657b3,0.05
ad999ba343,0.382
8f192ca8f6,0.05
2113734121,0.21
1289d0607c,0.14
fa6e002b45,0.21
8aa5c5b680,0.37
f8decf68a8,0.04
2f2989e78c,0.17
38ba18250f,0.11
2fb52c1d88,0.117
7d521584c3,0.14
6809e7d1b7,0.3
4b2e9a8f5f,0.11
2143ffaf7e,0.218
e133bc0ae9,0.07
c9bf0642ac,0.11
6b1d320a41,0.14
ca79c1acc8,0.16
3d9afe65a7,0.13
2c28daa237,0.158
c4adbe4ca8,0.05
dbd937b04b,0.19
58722e2089,0.23
1a86ff87e1,0.209
87dfbe9919,0.42
b366cee08f,0.06
7ae1a21b83,0.1
0d28cd4814,0.16
f8d5f3e7cf,0.17
752986c44c,0.3
8224bfab78,0.358
70486b490f,0.09
8d36f48733,0.228
2fd63171f5,0.22
dd73b55b98,0.1
9ac0594c35,0.07
0509f95a2c,0.13
ea93aa27d9,0.13
6ac64d381a,0.335
3eabcdf039,0.08
78c1d3ef40,0.183
c302605bea,0.05
1863c056ff,0.05
632af155f0,0.266
f6953b3caa,0.233
daa750ae06,0.09
f47b7d838d,0.14
5a090fd35f,0.12
63d498c1bb,0.22
6b234154f7,0.22
dcc8e3b751,0.18
248a825991,0.04
9e7f0133e2,0.3
4f0a7411a8,0.08
a2034d2d11,0.19
995a280c81,0.14
a8994709aa,0.507
84cfe2d345,0.1
628e7d3243,0.186
d1d6e0cc73,0.249
74f973c8af,0.09
bc7de106ea,0.11
05ae6a7cf4,0.267
f1367a1e41,0.252
b3eab116a5,0.156
d43e0e6c5d,0.08
29c8099887,0.525
5e1551c29c,0.217
03c4c62030,0.269
834a1737c8,0.09
302a6c2907,0.16
b1af1b6a51,0.21
58c721d626,0.08
b5b266eb5a,0.07
10583ff7ea,0.29
12df37c3f9,0.21
326fe09516,0.04
06503fed68,0.079
b98bffb958,0.14
fa1778d066,0.08
031f2aaa71,0.02
df4ceeb8a2,0.33
452ba8a8d8,0.528
efce02c045,0.182
441c921e61,0.11
d9918ceb46,0.12
704f43a18f,0.167
eb4f730a78,0.313
ee6204f8c4,0.21
a3d20d8efd,0.08
4ece5f0db2,0.14
893ed64a87,0.227
c33b7d9f1f,0.05
10c45caa8c,0.14
cf63225ae4,0.2
865ff72e64,0.05
cc61dff95c,0.14
869a1cb98c,0.18
d20970b502,0.09
d79f7b11b8,0.06
8abdada961,0.16
9b021e1324,0.15
d2cb605508,0.11
c7e81d62c8,0.19
7f1ca9c130,0.12
03315bd6f9,0.11
f00d920e52,0.137
31281c0e03,0.319
5a1caa538b,0.1
e44298a3f6,0.322
1fb03f7b1a,0.27
cc3b56b433,0.05
e30aca861e,0.07
6c18b7e97f,0.28
f70abfe7b4,0.11
0f4b1ea376,0.23
9d4d1c8793,0.269
aea65dc6e4,0.14
b00488c77e,0.11
c1c3762063,0.19
ce05dbcfca,0.04
0c946608d1,0.23
03fe232621,0.12
dc5bea30e4,0.12
918cbee9fe,0.15
509b20db1e,0.46
89e91e0657,0.12
eb85c0eef2,0.17
b08323d26f,0.12
8d8b762dd0,0.138
ce7483d0b4,0.2
f5841b8211,0.04
6489ec114a,0.13
7cdbe5b02b,0.08
60cd53fd58,0.24
74a87a85d0,0.11
07c60d3967,0.487
ab079e9620,0.143
c7ad52600e,0.2
a5dc296e7a,0.16
2518bd85ad,0.06
d62894a8ee,0.26
bd6c9bdc63,0.11
7b8bc7aa29,0.279
2e7eee59fe,0.2
3c46112587,0.18
e1822385bb,0.14
e5d402c5fa,0.12
349355599f,0.479
fd6b077aca,0.32
563332c24c,0.22
cc59a87287,0.18
fc888c9691,0.295
564baa1d1a,0.16
edf99ffacb,0.16
4fb23aed67,0.129
ceafd51705,0.18
e61b2f0a09,0.07
769150e2d7,0.106
b62fc560a7,0.36
4fb557de5c,0.14
84c5e4c0c1,0.149
cdf5e4f747,0.06
5a3ed6949c,0.338
720edda6d4,0.44
47912daa62,0.26
0dfba67bb4,0.11
6d13cd77e2,0.201
196c3801d6,0.349
6c55535039,0.15
82c9009eb4,0.06
938c199944,0.12
5d8329360e,0.059
8d50ded006,0.345
8de90b2039,0.2
63787076e9,0.12
b0c8961dce,0.04
3f4e3465ac,0.12
262bb63676,0.09
36b72d8471,0.03
2dcb4c8e00,0.28
ad389f36ae,0.25
7e814595a6,0.17
b041c51329,0.296
6fffb97486,0.08
9e0a1df7b4,0.11
958fbd6bf4,0.26
c840b81f8e,0.06
ae8675064f,0.24
6565523e95,0.13
55f021facd,0.14
b4c94ddf60,0.18
7de635b348,0.04
f3df27ac3e,0.08
5b23d32ccf,0.21
e1d3bea57c,0.16
2b93286207,0.546
5282f5a9b7,0.284
a126cbb03d,0.26
d100773aaa,0.287
e1db174e8c,0.24
7dec597a3d,0.19
96ba600fdf,0.179
a2a3260966,0.033
5d4bc8b133,0.13
7ed494f77a,0.2
f521a82521,0.11
155eeabef5,0.08
d9eeb72b25,0.284
c66c8ece01,0.18
295321aeb1,0.16
7d88b1843e,0.11
18ee7799af,0.13
f850fe74da,0.13
d061f5181b,0.05
fb168f41a8,0.14
4f315323cb,0.171
f7ba068e5d,0.3
6e6e8f048d,0.366
b11b9596e1,0.13
a00cf76765,0.309
14ec886504,0.07
f4c3586c3b,0.21
5814d20f81,0.09
8713ce9f84,0.241
ba46e7a013,0.19
54e6037941,0.242
85343d5cdd,0.22
0bb10b9d3e,0.1
27ec64a66e,0.19
0d7614b1ed,0.14
70268f6b5d,0.23
b15c21d917,0.136
baea90e309,0.353
732d597043,0.2
50f6108e70,0.13
0a42f3fe5b,0.307
e11432a521,0.1
480adaac99,0.19
872a51a777,0.2
07eb5ff29f,0.12
ae4bfd52f0,0.12
